,Unnamed: 0,Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address,amount,Month,Time,group
63,705,177228.0,AA Batteries (4-pack),1.0,3.84,2019-04-17 19:38:00,"233 South St, Dallas, TX 75001",3.84,4,19,"Google Phone,AA Batteries (4-pack)"
64,731,177254.0,AA Batteries (4-pack),1.0,3.84,2019-04-21 02:12:00,"689 Cherry St, Boston, MA 02215",3.84,4,2,"AA Batteries (4-pack),AAA Batteries (4-pack)"
65,732,177254.0,AAA Batteries (4-pack),2.0,2.99,2019-04-21 02:12:00,"689 Cherry St, Boston, MA 02215",5.98,4,2,"AA Batteries (4-pack),AAA Batteries (4-pack)"
66,735,177256.0,Bose SoundSport Headphones,1.0,99.99,2019-04-28 21:34:00,"789 11th St, San Francisco, CA 94016",99.99,4,21,"Bose SoundSport Headphones,AA Batteries (4-pack)"
67,736,177256.0,AA Batteries (4-pack),1.0,3.84,2019-04-28 21:34:00,"789 11th St, San Francisco, CA 94016",3.84,4,21,"Bose SoundSport Headphones,AA Batteries (4-pack)"
68,780,177300.0,20in Monitor,1.0,109.99,2019-04-03 21:33:00,"276 Lincoln St, Los Angeles, CA 90001",109.99,4,21,"20in Monitor,Apple Airpods Headphones"
69,781,177300.0,Apple Airpods Headphones,1.0,150.0,2019-04-03 21:33:00,"276 Lincoln St, Los Angeles, CA 90001",150.0,4,21,"20in Monitor,Apple Airpods Headphones"
70,848,177367.0,Google Phone,1.0,600.0,2019-04-05 07:52:00,"141 Chestnut St, San Francisco, CA 94016",600.0,4,7,"Google Phone,USB-C Charging Cable,Bose SoundSport Headphones"
71,849,177367.0,USB-C Charging Cable,1.0,11.95,2019-04-05 07:52:00,"141 Chestnut St, San Francisco, CA 94016",11.95,4,7,"Google Phone,USB-C Charging Cable,Bose SoundSport Headphones"
72,850,177367.0,Bose SoundSport Headphones,1.0,99.99,2019-04-05 07:52:00,"141 Chestnut St, San Francisco, CA 94016",99.99,4,7,"Google Phone,USB-C Charging Cable,Bose SoundSport Headphones"
73,881,177398.0,27in FHD Monitor,1.0,149.99,2019-04-13 21:54:00,"640 8th St, Los Angeles, CA 90001",149.99,4,21,"27in FHD Monitor,AAA Batteries (4-pack)"
74,882,177398.0,AAA Batteries (4-pack),1.0,2.99,2019-04-13 21:54:00,"640 8th St, Los Angeles, CA 90001",2.99,4,21,"27in FHD Monitor,AAA Batteries (4-pack)"
75,912,177428.0,Vareebadd Phone,1.0,400.0,2019-04-15 08:19:00,"481 Jefferson St, Boston, MA 02215",400.0,4,8,"Vareebadd Phone,USB-C Charging Cable"
76,913,177428.0,USB-C Charging Cable,1.0,11.95,2019-04-15 08:19:00,"481 Jefferson St, Boston, MA 02215",11.95,4,8,"Vareebadd Phone,USB-C Charging Cable"
77,926,177441.0,iPhone,1.0,700.0,2019-04-16 14:38:00,"559 Elm St, Dallas, TX 75001",700.0,4,14,"iPhone,Lightning Charging Cable"
78,927,177441.0,Lightning Charging Cable,1.0,14.95,2019-04-16 14:38:00,"559 Elm St, Dallas, TX 75001",14.95,4,14,"iPhone,Lightning Charging Cable"
79,929,177443.0,Apple Airpods Headphones,1.0,150.0,2019-04-21 16:42:00,"23 9th St, Dallas, TX 75001",150.0,4,16,"Apple Airpods Headphones,27in 4K Gaming Monitor"
80,930,177443.0,27in 4K Gaming Monitor,1.0,389.99,2019-04-21 16:42:00,"23 9th St, Dallas, TX 75001",389.99,4,16,"Apple Airpods Headphones,27in 4K Gaming Monitor"
81,935,177448.0,Google Phone,1.0,600.0,2019-04-24 19:38:00,"915 Forest St, Los Angeles, CA 90001",600.0,4,19,"Google Phone,USB-C Charging Cable"
82,936,177448.0,USB-C Charging Cable,1.0,11.95,2019-04-24 19:38:00,"915 Forest St, Los Angeles, CA 90001",11.95,4,19,"Google Phone,USB-C Charging Cable"
83,974,177486.0,ThinkPad Laptop,1.0,999.99,2019-04-21 16:24:00,"809 Highland St, Seattle, WA 98101",999.99,4,16,"ThinkPad Laptop,Google Phone"
84,975,177486.0,Google Phone,1.0,600.0,2019-04-21 16:24:00,"809 Highland St, Seattle, WA 98101",600.0,4,16,"ThinkPad Laptop,Google Phone"
85,993,177504.0,Google Phone,1.0,600.0,2019-04-10 14:39:00,"19 Cedar St, Boston, MA 02215",600.0,4,14,"Google Phone,USB-C Charging Cable"
86,994,177504.0,USB-C Charging Cable,1.0,11.95,2019-04-10 14:39:00,"19 Cedar St, Boston, MA 02215",11.95,4,14,"Google Phone,USB-C Charging Cable"
87,996,177506.0,iPhone,1.0,700.0,2019-04-02 07:46:00,"656 Pine St, Los Angeles, CA 90001",700.0,4,7,"iPhone,Apple Airpods Headphones"
88,997,177506.0,Apple Airpods Headphones,1.0,150.0,2019-04-02 07:46:00,"656 Pine St, Los Angeles, CA 90001",150.0,4,7,"iPhone,Apple Airpods Headphones"
89,1002,177511.0,iPhone,1.0,700.0,2019-04-07 17:38:00,"719 North St, Los Angeles, CA 90001",700.0,4,17,"iPhone,Lightning Charging Cable"
90,1003,177511.0,Lightning Charging Cable,1.0,14.95,2019-04-07 17:38:00,"719 North St, Los Angeles, CA 90001",14.95,4,17,"iPhone,Lightning Charging Cable"
91,1061,177569.0,Wired Headphones,1.0,11.99,2019-04-27 10:31:00,"994 7th St, Los Angeles, CA 90001",11.99,4,10,"Wired Headphones,Google Phone"
92,1062,177569.0,Google Phone,1.0,600.0,2019-04-27 10:31:00,"994 7th St, Los Angeles, CA 90001",600.0,4,10,"Wired Headphones,Google Phone"
93,1071,177578.0,Google Phone,1.0,600.0,2019-04-28 22:51:00,"752 Park St, Dallas, TX 75001",600.0,4,22,"Google Phone,USB-C Charging Cable"
94,1072,177578.0,USB-C Charging Cable,1.0,11.95,2019-04-28 22:51:00,"752 Park St, Dallas, TX 75001",11.95,4,22,"Google Phone,USB-C Charging Cable"
95,1076,177582.0,Bose SoundSport Headphones,1.0,99.99,2019-04-16 17:19:00,"707 9th St, Dallas, TX 75001",99.99,4,17,"Bose SoundSport Headphones,Wired Headphones"
96,1077,177582.0,Wired Headphones,1.0,11.99,2019-04-16 17:19:00,"707 9th St, Dallas, TX 75001",11.99,4,17,"Bose SoundSport Headphones,Wired Headphones"
97,1087,177592.0,iPhone,1.0,700.0,2019-04-19 11:10:00,"448 Maple St, San Francisco, CA 94016",700.0,4,11,"iPhone,Lightning Charging Cable"
98,1088,177592.0,Lightning Charging Cable,2.0,14.95,2019-04-19 11:10:00,"448 Maple St, San Francisco, CA 94016",29.9,4,11,"iPhone,Lightning Charging Cable"
99,1134,177638.0,Apple Airpods Headphones,1.0,150.0,2019-04-04 12:44:00,"261 Center St, Portland, OR 97035",150.0,4,12,"Apple Airpods Headphones,Google Phone"
100,1135,177638.0,Google Phone,1.0,600.0,2019-04-04 12:44:00,"261 Center St, Portland, OR 97035",600.0,4,12,"Apple Airpods Headphones,Google Phone"
101,1178,177681.0,AAA Batteries (4-pack),1.0,2.99,2019-04-01 14:07:00,"259 7th St, Dallas, TX 75001",2.99,4,14,"AAA Batteries (4-pack),Macbook Pro Laptop"
102,1179,177681.0,Macbook Pro Laptop,1.0,1700.0,2019-04-01 14:07:00,"259 7th St, Dallas, TX 75001",1700.0,4,14,"AAA Batteries (4-pack),Macbook Pro Laptop"
103,1217,177719.0,Google Phone,1.0,600.0,2019-04-18 23:41:00,"533 Adams St, Los Angeles, CA 90001",600.0,4,23,"Google Phone,USB-C Charging Cable"
104,1218,177719.0,USB-C Charging Cable,1.0,11.95,2019-04-18 23:41:00,"533 Adams St, Los Angeles, CA 90001",11.95,4,23,"Google Phone,USB-C Charging Cable"
105,1257,177758.0,USB-C Charging Cable,1.0,11.95,2019-04-01 19:21:00,"963 Center St, Boston, MA 02215",11.95,4,19,"USB-C Charging Cable,Lightning Charging Cable"
106,1258,177758.0,Lightning Charging Cable,1.0,14.95,2019-04-01 19:21:00,"963 Center St, Boston, MA 02215",14.95,4,19,"USB-C Charging Cable,Lightning Charging Cable"
107,1269,177769.0,iPhone,1.0,700.0,2019-04-14 22:54:00,"728 Church St, Atlanta, GA 30301",700.0,4,22,"iPhone,Lightning Charging Cable"
108,1270,177769.0,Lightning Charging Cable,1.0,14.95,2019-04-14 22:54:00,"728 Church St, Atlanta, GA 30301",14.95,4,22,"iPhone,Lightning Charging Cable"
109,1279,177778.0,iPhone,1.0,700.0,2019-05-01 00:48:00,"478 West St, Boston, MA 02215",700.0,5,0,"iPhone,Apple Airpods Headphones"
110,1280,177778.0,Apple Airpods Headphones,1.0,150.0,2019-05-01 00:48:00,"478 West St, Boston, MA 02215",150.0,5,0,"iPhone,Apple Airpods Headphones"
111,1284,177782.0,Lightning Charging Cable,2.0,14.95,2019-04-17 20:30:00,"29 5th St, San Francisco, CA 94016",29.9,4,20,"Lightning Charging Cable,27in 4K Gaming Monitor"
112,1285,177782.0,27in 4K Gaming Monitor,1.0,389.99,2019-04-17 20:30:00,"29 5th St, San Francisco, CA 94016",389.99,4,20,"Lightning Charging Cable,27in 4K Gaming Monitor"
113,1298,177795.0,Apple Airpods Headphones,1.0,150.0,2019-04-27 19:45:00,"740 14th St, Seattle, WA 98101",150.0,4,19,"Apple Airpods Headphones,Apple Airpods Headphones"
114,1299,177795.0,Apple Airpods Headphones,1.0,150.0,2019-04-27 19:45:00,"740 14th St, Seattle, WA 98101",150.0,4,19,"Apple Airpods Headphones,Apple Airpods Headphones"
115,1304,177800.0,Google Phone,1.0,600.0,2019-04-03 11:56:00,"880 9th St, Portland, ME 04101",600.0,4,11,"Google Phone,USB-C Charging Cable,Wired Headphones"
116,1305,177800.0,USB-C Charging Cable,1.0,11.95,2019-04-03 11:56:00,"880 9th St, Portland, ME 04101",11.95,4,11,"Google Phone,USB-C Charging Cable,Wired Headphones"
117,1306,177800.0,Wired Headphones,1.0,11.99,2019-04-03 11:56:00,"880 9th St, Portland, ME 04101",11.99,4,11,"Google Phone,USB-C Charging Cable,Wired Headphones"
118,1321,177815.0,Apple Airpods Headphones,1.0,150.0,2019-04-19 20:27:00,"124 5th St, Dallas, TX 75001",150.0,4,20,"Apple Airpods Headphones,Lightning Charging Cable"
119,1322,177815.0,Lightning Charging Cable,1.0,14.95,2019-04-19 20:27:00,"124 5th St, Dallas, TX 75001",14.95,4,20,"Apple Airpods Headphones,Lightning Charging Cable"
120,1368,177861.0,AA Batteries (4-pack),1.0,3.84,2019-04-23 06:32:00,"712 Washington St, Boston, MA 02215",3.84,4,6,"AA Batteries (4-pack),Apple Airpods Headphones"
121,1369,177861.0,Apple Airpods Headphones,1.0,150.0,2019-04-23 06:32:00,"712 Washington St, Boston, MA 02215",150.0,4,6,"AA Batteries (4-pack),Apple Airpods Headphones"
122,1382,177874.0,iPhone,1.0,700.0,2019-04-04 18:23:00,"334 Willow St, Boston, MA 02215",700.0,4,18,"iPhone,Apple Airpods Headphones"
123,1383,177874.0,Apple Airpods Headphones,1.0,150.0,2019-04-04 18:23:00,"334 Willow St, Boston, MA 02215",150.0,4,18,"iPhone,Apple Airpods Headphones"
124,1481,177971.0,iPhone,1.0,700.0,2019-04-30 08:05:00,"81 Lincoln St, San Francisco, CA 94016",700.0,4,8,"iPhone,Lightning Charging Cable"
125,1482,177971.0,Lightning Charging Cable,1.0,14.95,2019-04-30 08:05:00,"81 Lincoln St, San Francisco, CA 94016",14.95,4,8,"iPhone,Lightning Charging Cable"
126,1507,177996.0,iPhone,1.0,700.0,2019-04-07 17:20:00,"37 Jackson St, Atlanta, GA 30301",700.0,4,17,"iPhone,Lightning Charging Cable"
127,1508,177996.0,Lightning Charging Cable,1.0,14.95,2019-04-07 17:20:00,"37 Jackson St, Atlanta, GA 30301",14.95,4,17,"iPhone,Lightning Charging Cable"
128,1521,178009.0,34in Ultrawide Monitor,1.0,379.99,2019-04-10 16:01:00,"829 1st St, New York City, NY 10001",379.99,4,16,"34in Ultrawide Monitor,USB-C Charging Cable"
129,1522,178009.0,USB-C Charging Cable,1.0,11.95,2019-04-10 16:01:00,"829 1st St, New York City, NY 10001",11.95,4,16,"34in Ultrawide Monitor,USB-C Charging Cable"
130,1542,178029.0,iPhone,1.0,700.0,2019-04-06 21:15:00,"800 9th St, Los Angeles, CA 90001",700.0,4,21,"iPhone,Apple Airpods Headphones"
131,1543,178029.0,Apple Airpods Headphones,1.0,150.0,2019-04-06 21:15:00,"800 9th St, Los Angeles, CA 90001",150.0,4,21,"iPhone,Apple Airpods Headphones"
132,1622,178106.0,AAA Batteries (4-pack),1.0,2.99,2019-04-27 19:11:00,"995 Maple St, Seattle, WA 98101",2.99,4,19,"AAA Batteries (4-pack),Wired Headphones"
133,1623,178106.0,Wired Headphones,1.0,11.99,2019-04-27 19:11:00,"995 Maple St, Seattle, WA 98101",11.99,4,19,"AAA Batteries (4-pack),Wired Headphones"
134,1635,178118.0,iPhone,1.0,700.0,2019-04-27 11:48:00,"139 Dogwood St, Boston, MA 02215",700.0,4,11,"iPhone,AAA Batteries (4-pack)"
135,1636,178118.0,AAA Batteries (4-pack),1.0,2.99,2019-04-27 11:48:00,"139 Dogwood St, Boston, MA 02215",2.99,4,11,"iPhone,AAA Batteries (4-pack)"
136,1653,178135.0,Lightning Charging Cable,1.0,14.95,2019-04-13 22:31:00,"994 Center St, New York City, NY 10001",14.95,4,22,"Lightning Charging Cable,AA Batteries (4-pack)"
137,1654,178135.0,AA Batteries (4-pack),2.0,3.84,2019-04-13 22:31:00,"994 Center St, New York City, NY 10001",7.68,4,22,"Lightning Charging Cable,AA Batteries (4-pack)"
138,1656,178137.0,Lightning Charging Cable,1.0,14.95,2019-04-07 05:46:00,"679 Church St, Atlanta, GA 30301",14.95,4,5,"Lightning Charging Cable,AA Batteries (4-pack)"
139,1657,178137.0,AA Batteries (4-pack),2.0,3.84,2019-04-07 05:46:00,"679 Church St, Atlanta, GA 30301",7.68,4,5,"Lightning Charging Cable,AA Batteries (4-pack)"
140,1678,178158.0,Google Phone,1.0,600.0,2019-04-28 21:13:00,"197 Center St, San Francisco, CA 94016",600.0,4,21,"Google Phone,USB-C Charging Cable,Wired Headphones,USB-C Charging Cable"
141,1679,178158.0,USB-C Charging Cable,1.0,11.95,2019-04-28 21:13:00,"197 Center St, San Francisco, CA 94016",11.95,4,21,"Google Phone,USB-C Charging Cable,Wired Headphones,USB-C Charging Cable"
142,1680,178158.0,Wired Headphones,1.0,11.99,2019-04-28 21:13:00,"197 Center St, San Francisco, CA 94016",11.99,4,21,"Google Phone,USB-C Charging Cable,Wired Headphones,USB-C Charging Cable"
143,1681,178158.0,USB-C Charging Cable,1.0,11.95,2019-04-28 21:13:00,"197 Center St, San Francisco, CA 94016",11.95,4,21,"Google Phone,USB-C Charging Cable,Wired Headphones,USB-C Charging Cable"
144,1685,178162.0,iPhone,1.0,700.0,2019-04-09 10:49:00,"888 North St, Seattle, WA 98101",700.0,4,10,"iPhone,Lightning Charging Cable"
145,1686,178162.0,Lightning Charging Cable,1.0,14.95,2019-04-09 10:49:00,"888 North St, Seattle, WA 98101",14.95,4,10,"iPhone,Lightning Charging Cable"
146,1692,178168.0,AA Batteries (4-pack),1.0,3.84,2019-04-21 14:48:00,"583 Washington St, New York City, NY 10001",3.84,4,14,"AA Batteries (4-pack),Macbook Pro Laptop"
147,1693,178168.0,Macbook Pro Laptop,1.0,1700.0,2019-04-21 14:48:00,"583 Washington St, New York City, NY 10001",1700.0,4,14,"AA Batteries (4-pack),Macbook Pro Laptop"
148,1715,178190.0,Vareebadd Phone,1.0,400.0,2019-04-02 18:10:00,"811 14th St, Atlanta, GA 30301",400.0,4,18,"Vareebadd Phone,Wired Headphones"
149,1716,178190.0,Wired Headphones,1.0,11.99,2019-04-02 18:10:00,"811 14th St, Atlanta, GA 30301",11.99,4,18,"Vareebadd Phone,Wired Headphones"
150,1747,178221.0,Flatscreen TV,1.0,300.0,2019-04-21 11:21:00,"722 13th St, Boston, MA 02215",300.0,4,11,"Flatscreen TV,Lightning Charging Cable"
151,1748,178221.0,Lightning Charging Cable,1.0,14.95,2019-04-21 11:21:00,"722 13th St, Boston, MA 02215",14.95,4,11,"Flatscreen TV,Lightning Charging Cable"
152,1769,178242.0,iPhone,1.0,700.0,2019-04-17 15:29:00,"681 2nd St, Austin, TX 73301",700.0,4,15,"iPhone,Lightning Charging Cable"
153,1770,178242.0,Lightning Charging Cable,1.0,14.95,2019-04-17 15:29:00,"681 2nd St, Austin, TX 73301",14.95,4,15,"iPhone,Lightning Charging Cable"
